,name,price,description,size,abv,list_of_flavors,style_list,avg_rating,num_rating,subtitle,current_date,product_link
572,"Amrut Kadhambam
2019 Release Batch 15",£135,"The 2019 release in Amrut's series, Kadhambam means 'mixture' or 'combination', and this Amrut certainly lives up to its name: a vatting of normal and peated Amrut that started life in ex-oloroso casks before being transferred first into brandy casks, then into rum casks (both the rum and brandy having been produced at Amrut also). A curious mixture, but it works. This is a unique and thrilling whisky.",70cl,50%,None,None,None,None,Indian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/51155/amrut-kadhambam-2019-release-batch-15
573,Amrut Madeira Finish,£137,"A rich and multifaceted whisky aged primarily in ex-bourbon casks before a fairly lengthy finish in ex-Madeira casks sourced from family cooperages in Spain and Portugal. The finish has imbued Amrut's full-bodied spirit with sweet notes of honey and ripe, jammy orange rounded out by some oak-and-grapefruit bitterness and a touch of spice. A fantastic whisky bottled at a punchy 50% ABV.",70cl,50%,None,None,None,None,Indian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/45562/amrut-madeira-finish
574,Amrut Raj Igala,£42.95,"Raj Igala (meaning ‘the king of eagles’) is made from Punjabi malted barley and was aged in ex-bourbon casks. Expect aromas of malt, liquorice and peat, with notes of pepper, cereal and oil. Another top-notch whisky from Amrut.",70cl,40%,None,None,2,1,Indian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/41268/amrut-raj-igala
575,"Amrut Double Cask
3rd Edition",£165,"The third edition of this popular bottling, which blends single malt aged in a bourbon cask with that aged in a sherry cask. The two combine to create delicious notes of chocolate, tobacco, raisins, peach, brown sugar and plum.",70cl,46%,None,None,None,None,"Indian Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/40665/amrut-double-cask-3rd-edition
576,Amrut Cask Strength,£72.95,"Continuing the run of impressive cask strength bottlings, this edition from Amrut clocks in at a pokey 61.8% and promises their usual balance of spice and fruit.",70cl,61.8%,None,None,5,5,Indian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/15482/amrut-cask-strength
577,Amrut Peated,£61.95,The new 46% Amruts are a very different proposition to the pleasant but unexciting original release. At the higher strength this 24ppm peated effort fairly fizzes along the tastebuds. This is excellent - hugely improved stuff from a distillery coming along in leaps and bounds.,70cl,46%,None,None,4.5,7,Indian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/10257/amrut-peated
578,Armorik 10 Year Old,£53.95,"A 10-year-old French single malt from Armorik, matured initially in ex-bourbon casks, followed by oloroso sherry casks before being bottled in 2021. Aromas of pineapple, passionfruit, almond croissants and vanilla caramel fill the nose, complemented by notes of lively citrus zest, maple syrup, white pepper, mango and pineapple throughout the palate.",70cl,46%,"['Vanilla ', 'White Pepper', 'Orange ', 'Pineapple', 'Brioche', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"Single Malt French Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/64315/armorik-10-year-old
579,Armorik Classic,£38.95,"Armorik's Classic is produced at the Warenghem distillery in Lannion in the north of Brittany and is a marriage of sherry and bourbon cask whiskies of various ages.

Tasting Notes (1)",70cl,46%,None,None,4,3,Distillery Bottling,08/09/2022,https://www.thewhiskyexchange.com/p/21700/armorik-classic
580,Armorik Double Maturation,£46.95,"An innovative malt from this Breton distillery. The whisky is aged first in Breton oak casks before being finished in sherry casks. This whisky has a real marine influence, which no doubt comes from the distillery's coastal location.

Tasting Notes (1)",70cl,46%,None,None,4.5,3,"French Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/21572/armorik-double-maturation
581,Armorik Yeun Elez Jobic,£53.95,"A well-balanced single malt from Armorik, named after the ancient peat bog located at the heart of the Armorica National Park.",70cl,46%,None,None,None,None,Single Malt French Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/64314/armorik-yeun-elez-jobic
582,Armorik Sherry Cask Single Malt,£44.95,"From Brittany's first whisky distillery, Warenghem, comes this sherry-aged single malt, which takes Armorik's fruity spirit and adds extra layers of sweet dried fruits and spices.


Warenghem released the first Breton single malt in 1998, calling it the Armorik to reflect the name that the Brittany region was given by its Roman occupiers.",70cl,46%,None,None,5,1,"French Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/46870/armorik-sherry-cask-single-malt
583,Bain's Cape Mountain Whisky,£24.45,"Bain's is the first South African single grain whisky, made in Wellington at the James Sedgwick distillery. Bain's has made an impressive debut in the UK, picking up a Gold Medal at the International Wine & Spirits Competition in 2010 and a Silver at the International Spirits Competition before crowning that with the title of World's Best Grain Whisky at the World Whisky Awards.",70cl,40%,"['Vanilla ', 'Nutmeg', 'Cinnamon', 'Grapefruit']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,33,Single Grain South African Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/12837/bains-cape-mountain-whisky
584,"Bakery Hill Batch 1
5 Year Old TBWC Australian Series",£127,"A smoky Bakery Hill Australian single malt from That Boutique-y Whisky Company that was matured in an ex-bourbon cask for five years. This peated Australian whisky offers aromas of sweet peat, green banana, medicinal herbs and a touch of vanilla on the nose and echoed throughout the palate.",50cl,50%,"['Vanilla ', 'Banana', 'Smoke', 'Mixed Herb']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"Single Malt Australian Whisky
That Boutique-y Whisky Company",08/09/2022,https://www.thewhiskyexchange.com/p/59156/bakery-hill-batch-1-5-year-old-tbwc-australian-series
585,Bakery Hill Peated,£115,"A peated whisky from Bakery Hill distillery located just outside the Australian city of Melbourne. Earthy and smoky with notes of kumquat and tobacco.

Tasting Notes (1)",50cl,46%,"['Earth', 'Orange ', 'Smoke', 'Tobacco']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Australian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/32772/bakery-hill-peated
586,Bakery Hill Classic,£138,"Bakery Hill Classic comes from just outside Melbourne in Australia. The flagship of the range, this has notes of nutmeg, honey and an underlying maltiness.

Tasting Notes (1)",50cl,46%,"['Nutmeg', 'Grapefruit', 'Honey ', 'Malt']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Australian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/32771/bakery-hill-classic
587,Bakery Hill Double Wood,£140,"Bakery Hill Double Wood is distilled in Bayswater, Victoria, Australia. Aged initially in American white oak ex-bourbon casks, it's finished in French oak. Sweet with notes of marmalade and nougat.

Tasting Notes (1)",50cl,46%,"['Orange ', 'Marmalade', 'Apricot', 'Coconut', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,1,Australian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/30404/bakery-hill-double-wood
588,Bankhall Sweet Mash,£24.25,"A Bourbon-inspired English single grain whisky from Bankhall distillery in Blackpool, made with a sweet mash of corn, rye and malted barley, and matured exclusively in virgin American oak casks. Aromas of vanilla custard and toasted coconut fill the nose, complemented by notes of honey-covered cornbread, baked apples with soft brown sugar and lashings of cream throughout the palate.",70cl,46%,"['Vanilla ', 'Apple', 'Coconut', 'Honey ', 'Cream', 'Custard']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,English Single Grain Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/66017/bankhall-sweet-mash
589,Bastille 1789 Single Malt,£62.95,"A single malt whisky from Bastille, a French brand from Jean-Marc Daucourt, creator of Jean-Marc Vodka. Made entirely with malted barley from north-eastern France and aged in a variety of casks including Limousin oak, this has hints of sweetness and smoke.",70cl,43%,None,None,5,2,French Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/29372/bastille-1789-single-malt
590,Bastille 1789 Blended,£39.95,"Bastille Whisky is a French brand from Jean-Marc Daucourt, creator of Jean-Marc Vodka. The blended whisky is made with barley and wheat from north-eastern France and aged in a variety of casks including Limousin oak. Rich and full bodied with notes of orange and pepper.",70cl,40%,None,None,3.5,8,French Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/29371/bastille-1789-blended
591,Beverbach Single Malt Whiskey,£52.75,"Beverbach Single Malt Whiskey from Germany's Hardenberg distillery is made with a combination of malted barley and malted wheat, unlike single malt whiskies from Scotland. Initially matured in first-fill bourbon casks, before being finished in casks that previously held brandy, creating a layer of dried fruit and honey notes on the palate, as well as nuts, vanilla baking spices and burnt toast.",70cl,43%,None,None,None,None,"Single Malt German Whiskey
Hardenberg Distillery",08/09/2022,https://www.thewhiskyexchange.com/p/53049/beverbach-single-malt-whiskey
592,Beverbach Single Malt Tequila Finish,£67.25,"A German single malt from Hardenberg Distillery, this limited-edition Beverbach whisky was initially matured in first-fill bourbon and brandy casks, before being finished for six months in ex-Tequila casks. Aromas of green oak, bitter herbs, caramel and dark fruits fill the nose, complemented by notes of green apples, crunchy pears, malty biscuits, peppery oak, earthy spice, vibrant lemon zest and green herbs throughout the palate.",70cl,43%,"['Earth', 'White Pepper', 'Pear ', 'Apple', 'Oak', 'Mixed Herb']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Single Malt German Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/64634/beverbach-single-malt-tequila-finish
593,"Bimber Oloroso Cask
Batch 2",£110,"The second batch of Bimber's Oloroso Cask release was matured initially in first-fill bourbon barrels before being finished in oloroso-sherry casks. Exclusive to the UK, this is silky intexture with notes of banana, and roasted pineapple.

Tasting Notes (1)",70cl,51.7%,None,None,None,None,"Single Malt English Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/55316/bimber-oloroso-cask-batch-2
594,"Bimber Recharred Cask Single Malt Whisky
Batch 1",£99.95,"The second-ever single malt whisky released by west London's Bimber distillery has been matured in re-charred American oak casks. The barrels were hand charred by Bimber's own cooper in London, and laid down in 2016, creating a sweet, rich whisky with aromas of orchard fruits, roasted pineapple, honey, nougat and oak, as well as hints of cinnamon and pepper. The palate offers notes of red apples, juicy pears, banana bread, pineapple juice, caramel, butterscotch and vanilla pods, on top of a layer of pepper, ginger and charred oak.


Bimber is based in West London and is one of a number of exciting new English distilleries, releasing its first single malt in 2019.

Tasting Notes (1)",70cl,51.9%,"['Vanilla ', 'Pear ', 'Apple', 'Pineapple', 'Oak', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,14,"Single Malt English Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/51244/bimber-recharred-cask-single-malt-whisky-batch-1
595,Bimber Ex-Bourbon Single Malt Whisky Batch 1,£110,"A small-batch bourbon cask matured single malt from west London distillery Bimber, made with a combination of American oak ex-bourbon casks and bottled in May 2020. Aromas of green apples, dried peaches, milky cereal and vanilla sponge cake fill the nose alongside hints of desiccated coconut and buttery toast. The palate offers notes of baked apples and apricots, lively pepper, charred oak and creamy vanilla.",70cl,51.8%,"['Vanilla ', 'Black Pepper', 'Apple', 'Apricot', 'Coconut', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"Single Malt English Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/55312/bimber-ex-bourbon-single-malt-whisky-batch-1
596,"Bimber Apogee XII
12 Year Old",£59.95,"A blend of malt whiskies sourced in Scotland, then further aged Bimber distillery in West London. After blending, Apogee undergoes a short finish in casks previously used to mature the highly sought-after Bimber single malt. The result is a honeyed and nutty, with notes of marmalade on malt loaf and toasty ginger biscuits.",70cl,46.3%,"['Orange ', 'Hazelnut', 'Honey ', 'Malt', 'Biscuits']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/62585/bimber-apogee-xii-12-year-old
597,Bimber Peated Cask Batch 1,£110,"The first release of Bimber Peated Cask single malt has been matured in a combination of first-fill bourbon barrels and quarter casks that previously held peated Islay whisky. Aromas of ripe peach, toffee, vanilla cream, juniper and smoky tobacco fill the nose. The palate offers notes of stone fruits, lime zest, shortbread biscuits, charcoal and medicinal peat smoke that linger in the finish.",70cl,54.1%,"['Peach', 'Lime', 'Smoke', 'Biscuits', 'Plums']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"Single Malt English Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/55317/bimber-peated-cask-batch-1
598,Bimber Whisky The First Release,"£2,000","The first single malt to be released by west London's Bimber distillery is a fruity, elegant whisky that has been matured in just five Pedro Ximénez casks for three years, before being bottled in 2019. The nose immediately offers notes of autumn berries, blackcurrant jam and rich fruitcake. The palate is full of rich sherry flavours; dark berries, ginger, cinnamon, dried fruits, orange and clove.",70cl,54.2%,None,None,5,1,Single Malt English Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/51243/bimber-whisky-the-first-release
